33511.50781,-0.2728507,0.0282223,-9.7646446,-0.0010642,0.0031927,-0.0010642,-32.2560005,14.6339998,19.1985016,1207305641,242499242,0,0.009,-0.005,0.038,0.5499472,-1.5198607
33520.75391,-0.2538327,0.0209684,-9.7600842,-0.0026606,0.0053211,-0.0026606,-32.2560005,14.6339998,19.1985016,1207305641,242499242,0,0.009,-0.005,0.038,0.5299484,-1.5198607
33530.33984,-0.2144068,0.0158033,-9.7655344,-0.0026606,0.0085138,-0.0031927,-32.2560005,14.6339998,19.1985016,1207305641,242499242,0,0.009,-0.005,0.038,0.5299484,-1.5198607
33539.78125,-0.1510356,0.0189551,-9.7730446,-0.0031927,0.0085138,-0.0031927,-32.2560005,14.6505003,18.4305,1207305641,242499242,0,0.009,-0.005,0.038,0.5299484,-1.5198607
33549.00391,-0.0900443,0.011952,-9.7722569,-0.0015963,0.0063854,-0.0021285,-32.2560005,14.6505003,18.4305,1207305641,242499242,0,0.009,-0.005,0.038,0.5499472,-1.5198607
33558.26953,-0.0317395,0.010956,-9.7793484,-0.0010642,0.0053211,-0.0015963,-32.2560005,14.6505003,18.4305,1207305641,242499242,0,0.009,-0.005,0.038,0.5499472,-1.5198607
33567.84375,0.0114534,0.0189342,-9.7759275,0,0.0026606,0.0005321,-32.6400032,14.6640005,19.1985016,1207305641,242499242,0,0.021,0.02,0.03,0.5499472,-1.5198607
33577.25391,0.0298478,0.026492,-9.7687874,0.0005321,0,0.0026606,-32.6400032,14.6640005,19.1985016,1207305641,242499242,0,0.021,0.02,0.03,0.3699656,0.3999662
33586.50781,0.0191256,0.0232935,-9.7704411,0.0010642,-0.0031927,0.0026606,-32.6400032,14.6625004,18.4305,1207305641,242499242,0,0.021,0.02,0.03,0.3699656,0.3999662
33595.77344,-0.0095838,0.032443,-9.7749538,0.0021285,-0.004789,0.0031927,-32.6400032,14.6625004,18.4305,1207305641,242499242,0,0.021,0.02,0.03,0.2399779,0.3999662
33605.35547,-0.0570405,0.0343007,-9.7729616,0.0021285,-0.0058532,0.0042569,-32.6400032,14.6625004,18.4305,1207305641,242499242,0,0.021,0.02,0.03,0.2399779,0.3999662
33614.76953,-0.1103934,0.0350042,-9.776125,0.0021285,-0.0069175,0.0021285,-32.2560005,15.0105009,19.5825005,1207305641,242499242,0,0.021,0.02,0.03,0.2399779,0.3999662
33624.01953,-0.1847602,0.0369226,-9.7845144,0.0015963,-0.0058532,0.0005321,-32.2560005,15.0105009,19.5825005,1207305641,242499242,0,0.021,0.02,0.03,0.4999534,0.3999662
33633.26953,-0.23345,0.0322047,-9.7851105,0.0010642,-0.0037248,-0.0005321,-32.2560005,15.0105009,19.5825005,1207305641,242499242,0,0.021,0.02,0.03,0.4999534,0.3999662
33642.84766,-0.2552919,0.0325278,-9.7768517,-0.0010642,-0.0015963,-0.0015963,-32.2560005,14.6580009,18.8145008,1207305641,242499242,0,0.021,0.02,0.03,0.4999534,0.3999662
33652.25781,-0.2696752,0.0309027,-9.7775469,-0.0015963,0.0015963,0,-32.2560005,14.6580009,18.8145008,1207305641,242499242,0,0.021,0.02,0.03,0.2799731,0.3999662
33661.51953,-0.2587686,0.0186801,-9.7803993,-0.0026606,0.0042569,-0.0010642,-32.2560005,14.6580009,18.8145008,1207305642,242499243,0,0.006,0.047,0.069,0.2799731,0.3999662
33670.75781,-0.2285484,0.008956,-9.7728548,-0.0031927,0.0053211,-0.0005321,-32.6400032,14.6475,18.0465012,1207305642,242499243,0,0.006,0.047,0.069,0.2799731,0.3999662
33680.29688,-0.1751154,-0.0020181,-9.7731752,-0.0026606,0.0074496,0,-32.6400032,14.6475,18.0465012,1207305642,242499243,0,0.006,0.047,0.069,0.4799538,0.3999662
33689.76953,-0.1305003,-0.0029098,-9.7772074,-0.0015963,0.0069175,-0.0010642,-31.4880009,14.6205006,19.1985016,1207305642,242499243,0,0.006,0.047,0.069,0.4799538,0.3999662
33699.00781,-0.0700537,-0.007537,-9.7812834,0,0.0058532,-0.0005321,-31.4880009,14.6205006,19.1985016,1207305642,242499243,0,0.006,0.047,0.069,0.4799538,0.3999662
33708.25391,-0.0217046,0.0103373,-9.7819891,-0.0005321,0.0031927,0.0005321,-31.4880009,14.6205006,19.1985016,1207305642,242499243,0,0.006,0.047,0.069,0.4799538,0.3999662
33718.06641,0.010496,0.0219279,-9.7807713,0.0021285,0.0015963,0,-32.6400032,14.6490002,18.4305,1207305642,242499243,0,0.006,0.047,0.069,0.4799538,0.3999662
33727.87891,0.0179972,0.0370669,-9.7721491,0.0005321,-0.0005321,0.0015963,-32.6400032,14.6490002,18.4305,1207305642,242499243,0,0.006,0.047,0.069,0.589946,1.7598438
33737.26953,-0.0051801,0.0492073,-9.7744627,0.0021285,-0.0042569,0.0010642,-32.6400032,14.6490002,18.4305,1207305642,242499243,0,0.006,0.047,0.069,0.589946,1.7598438
33746.50391,-0.0360356,0.0608949,-9.7723064,0.0021285,-0.0063854,0.0026606,-32.6400032,14.6415005,19.1985016,1207305642,242499243,0,0.006,0.047,0.069,0.589946,1.7598438
33755.75781,-0.0832475,0.0708859,-9.7747593,0.0010642,-0.0074496,0.0021285,-32.6400032,14.6415005,19.1985016,1207305642,242499243,0,0.006,0.047,0.069,0.229979,1.7598438
33765.35156,-0.1459238,0.067965,-9.7775116,0.0005321,-0.0058532,0.0010642,-32.6400032,14.6415005,19.1985016,1207305643,242499244,0,0.008,0.03,0.061,0.229979,1.7598438
33774.76953,-0.1966943,0.0650171,-9.7773542,0.0005321,-0.004789,0.0010642,-32.2560005,14.6595011,18.4305,1207305643,242499244,0,0.008,0.03,0.061,0.229979,1.7598438
33784.00391,-0.2298477,0.0467069,-9.7786865,-0.0010642,-0.0026606,0,-32.2560005,14.6595011,18.4305,1207305643,242499244,0,0.008,0.03,0.061,0.6299412,1.7598438
33793.25781,-0.2579749,0.0256986,-9.7710047,-0.0010642,0,-0.0010642,-32.2560005,14.6595011,18.4305,1207305643,242499244,0,0.008,0.03,0.061,0.6299412,1.7598438
33802.83594,-0.2589942,0.0007192,-9.768465,-0.0010642,0.0010642,-0.0021285,-32.2560005,15.0285006,18.4305,1207305643,242499244,0,0.008,0.03,0.061,0.6299412,1.7598438
33812.25781,-0.2306171,-0.0106195,-9.7621593,-0.0021285,0.0021285,-0.0021285,-32.2560005,15.0285006,18.4305,1207305643,242499244,0,0.008,0.03,0.061,0.6299412,1.7598438
33821.52344,-0.1958731,-0.0199143,-9.7652302,-0.0010642,0.0042569,-0.0026606,-32.2560005,15.0285006,18.4305,1207305643,242499244,0,0.008,0.03,0.061,0.6299412,1.7598438
33830.78516,-0.1621993,-0.0118857,-9.7697859,-0.0010642,0.004789,-0.0031927,-32.2560005,15.0345011,18.8145008,1207305643,242499244,0,0.008,0.03,0.061,0.6299412,1.7598438
33840.33203,-0.1144953,-0.0085572,-9.7715235,-0.0021285,0.004789,-0.0005321,-32.2560005,15.0345011,18.8145008,1207305643,242499244,0,0.008,0.03,0.061,0.4299592,1.7598438
33849.76953,-0.0765543,0.0036981,-9.7740126,0,0.004789,0.0005321,-32.6400032,15.0135012,18.8145008,1207305643,242499244,0,0.008,0.03,0.061,0.4299592,1.7598438
33859.01953,-0.0425865,0.0094089,-9.7788115,0.0005321,0.0021285,0.0010642,-32.6400032,15.0135012,18.8145008,1207305643,242499244,0,-0.004,0.002,0.028,0.4299592,1.7598438
33868.25391,-0.0135447,0.0212038,-9.7633286,0.0010642,0.0005321,0.0021285,-32.6400032,15.0135012,18.8145008,1207305643,242499244,0,-0.004,0.002,0.028,0.4899546,1.7598438
33878.0625,-0.0106996,0.033928,-9.7692862,0.0015963,-0.0010642,0.0031927,-32.2560005,14.6595011,18.8145008,1207305643,242499244,0,-0.004,0.002,0.028,0.4899546,1.7598438
33887.87109,-0.0340075,0.0531738,-9.7757359,0.0021285,-0.0042569,0.0031927,-32.2560005,14.6595011,18.8145008,1207305643,242499244,0,-0.004,0.002,0.028,0.3899643,-1.5998542
33897.25781,-0.0669924,0.0678245,-9.7784843,0.0026606,-0.0053211,0.0005321,-32.2560005,14.6595011,18.8145008,1207305643,242499244,0,-0.004,0.002,0.028,0.3899643,-1.5998542
33906.50391,-0.0985494,0.076346,-9.7747936,0.0010642,-0.0058532,0,-31.4880009,14.6070004,18.8145008,1207305643,242499244,0,-0.004,0.002,0.028,0.3899643,-1.5998542
33915.75781,-0.1468046,0.0708173,-9.769639,0,-0.0063854,-0.0005321,-31.4880009,14.6070004,18.8145008,1207305643,242499244,0,-0.004,0.002,0.028,0.2399778,-1.5998542
33925.35547,-0.1992724,0.0501587,-9.7766895,-0.0005321,-0.0042569,-0.0015963,-31.4880009,14.6070004,18.8145008,1207305643,242499244,0,-0.004,0.002,0.028,0.2399778,-1.5998542
33934.76953,-0.2345027,0.0454598,-9.7816944,-0.0010642,-0.0037248,-0.0015963,-32.2560005,15.0420008,19.5825005,1207305643,242499244,0,-0.004,0.002,0.028,0.2399778,-1.5998542
33944.25391,-0.2474764,0.025603,-9.7850924,-0.0026606,-0.0005321,-0.0010642,-32.2560005,15.0420008,19.5825005,1207305643,242499244,0,-0.004,0.002,0.028,0.3999619,-1.5998542
33953.52344,-0.241663,0.0080262,-9.7945871,-0.0026606,0.0005321,-0.0005321,-32.2560005,15.0420008,19.5825005,1207305643,242499244,0,-0.004,0.002,0.028,0.3999619,-1.5998542
33962.83203,-0.2226819,-0.0110568,-9.7812748,-0.0015963,0.0031927,-0.0005321,-32.2560005,14.6430006,19.5825005,1207305643,242499245,0,0.032,0.022,0.054,0.3999619,-1.5998542
33972.25391,-0.1838279,-0.0267919,-9.7718668,-0.0010642,0.0031927,-0.0005321,-32.2560005,14.6430006,19.5825005,1207305643,242499245,0,0.032,0.022,0.054,0.4799535,-1.5998542
33981.53906,-0.1467869,-0.022975,-9.7709789,-0.0010642,0.0037248,0.0005321,-32.2560005,14.6580009,18.0465012,1207305643,242499245,0,0.032,0.022,0.054,0.4799535,-1.5998542
33991.03125,-0.1141718,-0.0222992,-9.7751617,-0.0005321,0.0037248,0,-32.2560005,14.6580009,18.0465012,1207305643,242499245,0,0.032,0.022,0.054,0.3199693,-1.5998542
34000.375,-0.0744225,-0.0068292,-9.7805386,0,0.0037248,0.0005321,-32.2560005,14.6580009,18.0465012,1207305643,242499245,0,0.032,0.022,0.054,0.3199693,-1.5998542
34009.77344,-0.0452478,0.0125935,-9.7794237,0,0.0010642,0.0021285,-31.8720016,14.6730003,19.1985016,1207305643,242499245,0,0.032,0.022,0.054,0.3199693,-1.5998542
34019.01953,-0.0317493,0.0385294,-9.7738457,-0.0005321,0.0005321,0.0026606,-31.8720016,14.6730003,19.1985016,1207305643,242499245,0,0.032,0.022,0.054,0.2399774,-1.199895
34028.26953,-0.0456014,0.0588584,-9.7812557,0.0005321,-0.0010642,0.0015963,-31.8720016,14.6730003,19.1985016,1207305643,242499245,0,0.032,0.022,0.054,0.2399774,-1.199895
34037.85547,-0.0547017,0.0683793,-9.7848577,0.0010642,-0.0026606,0.0037248,-33.0240021,15.0330009,19.5825005,1207305643,242499245,0,0.032,0.022,0.054,0.2399774,-1.199895
34047.25781,-0.0772911,0.0765675,-9.7678127,0.0005321,-0.004789,0.0021285,-33.0240021,15.0330009,19.5825005,1207305643,242499245,0,0.032,0.022,0.054,0.2699748,-1.199895
34056.53125,-0.1124513,0.0747955,-9.7750263,0.0010642,-0.0037248,0,-32.2560005,14.6205006,19.1985016,1207305643,242499245,0,0.032,0.022,0.054,0.2699748,-1.199895
34066.01953,-0.1462299,0.0588142,-9.7793016,-0.0005321,-0.0026606,0,-32.2560005,14.6205006,19.1985016,1207305643,242499245,0,0.055,0.009,0.122,0.2699748,-1.199895
34075.29688,-0.1719894,0.0505842,-9.7741528,-0.0010642,-0.0015963,-0.0015963,-32.2560005,14.6205006,19.1985016,1207305643,242499245,0,0.055,0.009,0.122,0.2899726,-1.199895
