153813.2500000,153682.5312500,-0.6820472,0.3237424,-9.5789223,-0.0611930,0.0212845,-0.1681477,-10.3695011,-43.3920021,14.9745007,120.9971313,24.7861958,128.8549957,0.0060000,-0.0270000,-0.0360000,-0.0117078,-0.1446712
153823.2500000,153682.5312500,-0.6700395,0.3671272,-9.5684605,-0.0446975,0.0292662,-0.1702761,-10.3695011,-43.3920021,14.9745007,120.9971313,24.7861958,128.8549957,0.0060000,-0.0270000,-0.0360000,-0.0117078,-0.1446712
153833.2500000,153682.5312500,-0.6606534,0.4026524,-9.5837164,-0.0250093,0.0399085,-0.1740009,-9.9855003,-43.7760010,14.9745007,120.9971313,24.7861958,128.8549957,0.0060000,-0.0270000,-0.0360000,0.0131713,0.3413482
153843.2656250,153682.5312500,-0.6749861,0.4282826,-9.6220274,-0.0021285,0.0510828,-0.1798541,-9.9855003,-43.7760010,14.9745007,120.9971313,24.7861958,128.8549957,0.0060000,-0.0270000,-0.0360000,0.0131713,0.3413482
153853.8750000,153682.5312500,-0.6867313,0.4384834,-9.6688528,0.0218166,0.0585324,-0.1899643,-9.9855003,-43.7760010,14.9745007,120.9971313,24.7861958,128.8549957,0.0060000,-0.0270000,-0.0360000,-0.0043904,-0.0854539
153863.5156250,153682.5312500,-0.6864974,0.4324769,-9.7321177,0.0420369,0.0542755,-0.1974139,-9.9855003,-43.7760010,14.9745007,120.9971313,24.7861958,128.8549957,0.0060000,-0.0270000,-0.0360000,-0.0043904,-0.0854539
153873.2656250,153682.5312500,-0.6778244,0.4017878,-9.8147278,0.0622572,0.0415048,-0.2053955,-9.9855003,-43.7760010,14.9745007,120.9971313,24.7861958,128.8549957,0.0060000,-0.0270000,-0.0360000,0.0039026,0.0895831
153883.2500000,153882.5156250,-0.6467689,0.3655804,-9.8713713,0.0814133,0.0196882,-0.2096525,-9.6015005,-43.7760010,14.9745007,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,0.0039026,0.0895831
153893.2656250,153882.5156250,-0.6258658,0.3104515,-9.8719454,0.0995051,-0.0138349,-0.2117809,-9.6015005,-43.7760010,14.9745007,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,0.0034148,0.0496921
153903.2656250,153882.5156250,-0.6254417,0.2537865,-9.8637810,0.1154685,-0.0484223,-0.2112488,-9.6015005,-43.7760010,14.9745007,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,0.0034148,0.0496921
153913.2500000,153882.5156250,-0.6479323,0.2172309,-9.8563089,0.1277071,-0.0846059,-0.2128451,-9.6015005,-43.7760010,14.9745007,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,0.0195130,0.3140192
153923.2500000,153882.5156250,-0.6988243,0.1952755,-9.8508759,0.1362209,-0.1202575,-0.2117809,-9.6015005,-43.7760010,14.9745007,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,0.0195130,0.3140192
153933.2656250,153882.5156250,-0.7359447,0.1901865,-9.8458519,0.1436705,-0.1495237,-0.2112488,-9.2175007,-43.7760010,15.3585014,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,0.0014635,-0.1117546
153943.2656250,153882.5156250,-0.7572010,0.1974366,-9.8580399,0.1495237,-0.1713403,-0.2133772,-9.2175007,-43.7760010,15.3585014,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,0.0014635,-0.1117546
153953.5000000,153882.5156250,-0.7479559,0.1946342,-9.8691750,0.1564412,-0.1889000,-0.2181662,-8.8334999,-43.3920021,14.9745007,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,0.0009757,-0.0811775
153963.2500000,153882.5156250,-0.7368239,0.1915441,-9.8642292,0.1591017,-0.1984781,-0.2256158,-8.8334999,-43.3920021,14.9745007,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,0.0009757,-0.0811775
153973.2656250,153882.5156250,-0.7262033,0.1762617,-9.8460732,0.1601660,-0.2022029,-0.2330654,-8.8334999,-43.3920021,14.9745007,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,-0.0068296,-0.1893565
153983.2656250,153882.5156250,-0.7347339,0.1536311,-9.8108616,0.1585696,-0.1984781,-0.2399829,-8.8334999,-43.3920021,15.7425013,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,-0.0068296,-0.1893565
153993.2500000,153882.5156250,-0.7566864,0.1020200,-9.7854090,0.1548448,-0.1894322,-0.2474325,-8.8334999,-43.3920021,15.7425013,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,0.0019513,0.0305833
154003.2500000,153882.5156250,-0.7879517,0.0494646,-9.7629137,0.1511200,-0.1729367,-0.2538178,-8.0655003,-43.3920021,15.7425013,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,0.0019513,0.0305833
154013.2656250,153882.5156250,-0.8467996,0.0014818,-9.7292509,0.1442026,-0.1505879,-0.2586068,-8.0655003,-43.3920021,15.7425013,120.9971313,24.7861958,128.8580017,0.0490000,-0.0340000,0.0040000,0.0097565,0.1564703
